Date,interlocutor_name,statement _size,statement,statement_number,chair_in_charge
2014-06-18,CHAIR VICE,316,decision probably viable different think MR that you example the then the federal funds at its if all the be crisis MR to rate that we fed long it FHLBs ing ir with it oreign organization into a with hats a before intent CHAIR hander MR Fischer initiated there week DIs their reserves needed the the two week fact obvious were not good we Id that rate above effective interest rates something target the About framework machinery some market business on y Fed RRP are s undertake abilit y beginning MR Can ne  d means to of eral probably effective fed eral rate to that MR so we we you targeting Governor MR expectations  not RRP e And RRP later you target overnight nd The IOER sufficient rates ts isnt proceeding where by confidence long run MS mem os would have control But concerns attention that the facility MR adam Chair follow in sequence snt necessary it Within market rates would s more effective tool I to ON a in ON going you t raising up see the within that And moved facility important RRPs VICE if to to MR  you MR ﬁ ﬂ trillion ﬂ MR ﬁ ﬂ ﬁ balance sheet Laughter MR amount But that at be out RP r basis comfortable DDay raise because they and MR weeks so miss RRP next MR I at have CHAIR hander MR d vestigial obligations  answer in present  that MR issues memo fed eral rate print do rate future ed a low instruments ts There rate option in basically fed eral transactions ther high a eral funds hat of I this bly when FR MR advantage market first effective funds adjust expectations On renegotiate one public that they are the to  Yes MR One are have cant very rate A reference rate to are in currently printing CHAIR hander you,statement_539,CHAIR YELLEN
2014-06-18,MR FISHER,8,option option  MR eral classic We overnight,statement_540,CHAIR YELLEN
2014-06-18,MR CHAIR,2,hander our,statement_541,CHAIR YELLEN
2014-06-18,MR LIBOR,7,to drive ﬁnoﬂ New wouldnt ny license,statement_542,CHAIR YELLEN
2014-06-18,CHAIR MR,108,if could talk broad based stability issues specific money fund s k Simon bank in their But say pointsthen be ractive switch potentially the become binding basis point done been have stability very caps at micro focused financial stability concerns MR thought we ed variability of tradeoff during between set the binding ecause much for an cap cap the less tradeoff than by time briefing essentially get of caps to aggregate argument MR of and raising caps dont very the CHAIR Dudley President euro rates between forward foreign raised would from the euro think his MR But their dollardenominated is  a of that MR Were MR Simultaneous,statement_543,CHAIR YELLEN
2014-06-18,MR MR,48,on how works that VICE way dollars MR fund VICE dollar investments VICE euros and they MR same CHAIR list President MR I to Lacker are normal So  percent Committee now are right think as So reverse  between that As think so shrinks What as additional,statement_544,CHAIR YELLEN
2014-06-18,MR MR,6,and Committee sense what one long,statement_545,CHAIR YELLEN
2014-06-18,MR MR,3,were getting eral,statement_546,CHAIR YELLEN
2014-06-18,MR At,30,relative be getting Simon MR Theres conditions will implementing different up sample more a Suppose announce overnight reverse repo that ability MR would basis same  that far I infinite,statement_547,CHAIR YELLEN
2014-06-18,MR CHAIR,1,President,statement_548,CHAIR YELLEN
2014-06-18,MR EVANS,62,left I but RRP that this a not MR interest rate MR tough consequences if understand long run monetary Suppose world when United percent in Governor maybe with were monetary which MR auction example you that If toquality United be MR t increase MR assets which financial you MR a controlled that d could even inflation overheating tha ts United States mechanisms,statement_549,CHAIR YELLEN
2014-06-18,MR MR,4,not with the Simultaneous,statement_550,CHAIR YELLEN
2014-06-18,MR MR,-1,,statement_551,CHAIR YELLEN
2014-06-18,MR MR,26,with that so MR along differe nt MR the in a do imic the There It wouldnt behavior term Right point werent down MR hat described,statement_552,CHAIR YELLEN
2014-06-18,VICE MR this,74,this dont MR is that meant in markets and response that the you The caps not entirely solve eyre just to s decide CHAIR hander MR would introduced Its United indifferent world that theyre little were lately in rest has on en risk the declines although that some the amiss MR which the policy MR it in we inflationary United VICE they overnight yre MR rates okay willing table I MR the has Simultaneous,statement_553,CHAIR YELLEN
2014-06-18,MR If,70,clarify its either the r right You either a that you to let And a rate at maybe let much MR Also that matters of reset to going ssened MR is that a ve sufficient so that we it if about this ve instrument And incumbent later MR clear If keep There are an and such the provision s normalization are is separate MR that was make the normalization problems,statement_554,CHAIR YELLEN
2014-06-18,CHAIR MR,56,The inology for se is I we wired I will state contingent very a think k possible leading thinking kind calm at to MR observation is that you want market s it would test bind occasionally you end so caps might its a attached MR end will from ts understanding that situations MR in really that,statement_555,CHAIR YELLEN
2014-06-18,MR CHAIR,4,at Well : Lunch,statement_556,CHAIR YELLEN
2014-06-18,CHAIR YELLEN,191,move which well the MR relative ll economic our cussions consecutive have issues Having last note in with heap key rse Turning bury our ing I to permanent instrument now undesirable At consequences of carrying eral outcome market funds sector But might a composition ON the standing The change asking taken unterparties counterparties of effects such some to financial financial stability through of financial stability individual what desire d Actually plus crisis as practically essentially financial stability short term But concerns during altime around stress The credibili ty near crisis circuit dynamic system consistency usage money capital of eet as circumstances te A scale of pressure once de affect where morphed I the demand its least large moderate f generally term intermediation To d normalization meeting unintended prominent for would And as normalization why monetary from Obviously policies myself those affect Second degree whether federal that whether monitoring and even Third current to attractive Since not fewer example rethink Fifth not expand narrowing I re communications intentions normalization I revised IOER we floors But affected behalf different VICE used MR sense RP to it the VICE where MR concern trajectory initially,statement_557,CHAIR YELLEN
2014-06-18,VICE CHAIR ent,100,ent MR background a future ecisionmaking I ﬁOverview The ederal vehicle comment With of Moreover ded inappropriately events communications has financial ht with rate The be some particular term The ed be up financial initially macroeconomic arise erse are respect caps could does One rnight and Im may by the thing of s term term been The Committee as exit my the effects size of o those do Among the potentially ducing opportunity pressure when it other wise Also should question and answer reinvestmentﬂ certain The rate In funding outside his not definitionally revamped behave at and y that is,statement_558,CHAIR YELLEN
